Codigo;provincia;es-ES;us-EN;gl-ES
4323;28;Alpedrete;Alpedrete;Alpedrete
4324;28;Ambite;Ambite;Ambite
4325;28;Anchuelo;Anchuelo;Anchuelo
4326;28;Aranjuez;Aranjuez;Aranjuez
4327;28;Arganda del Rey;Arganda del Rey;Arganda del Rey
4328;28;Arroyomolinos;Arroyomolinos;Arroyomolinos
4329;28;Atazar;Atazar;Atazar
4330;28;Batres;Batres;Batres
4331;28;Becerril de la Sierra;Becerril de la Sierra;Becerril de la Sierra
4332;28;Belmonte de Tajo;Belmonte de Tajo;Belmonte de Tajo
4333;28;Berrueco;Berrueco;Berrueco
4334;28;Berzosa del Lozoya;Berzosa del Lozoya;Berzosa del Lozoya
4335;28;Boadilla del Monte;Boadilla del Monte;Boadilla del Monte
4336;28;Boalo;Boalo;Boalo
4337;28;Braojos;Braojos;Braojos
4338;28;Brea de Tajo;Brea de Tajo;Brea de Tajo
4339;28;Brunete;Brunete;Brunete
4340;28;Buitrago del Lozoya;Buitrago del Lozoya;Buitrago del Lozoya
4341;28;Bustarviejo;Bustarviejo;Bustarviejo
4342;28;Cabanillas de la Sierra;Cabanillas de la Sierra;Cabanillas de la Sierra
4343;28;Cabrera;Cabrera;Cabrera
4344;28;Cadalso de los Vidrios;Cadalso de los Vidrios;Cadalso de los Vidrios
4345;28;Camarma de Esteruelas;Camarma de Esteruelas;Camarma de Esteruelas
4346;28;Campo Real;Campo Real;Campo Real
4347;28;Canencia;Canencia;Canencia
4348;28;Carabaña;Carabaña;Carabaña
4349;28;Casarrubuelos;Casarrubuelos;Casarrubuelos
4350;28;Cenicientos;Cenicientos;Cenicientos
4351;28;Cercedilla;Cercedilla;Cercedilla
4352;28;Cervera de Buitrago;Cervera de Buitrago;Cervera de Buitrago
4353;28;Chapinería;Chapinería;Chapinería
4354;28;Chinchón;Chinchón;Chinchón
4355;28;Ciempozuelos;Ciempozuelos;Ciempozuelos
4356;28;Cobeña;Cobeña;Cobeña
4357;28;Collado Mediano;Collado Mediano;Collado Mediano
4358;28;Collado Villalba;Collado Villalba;Collado Villalba
4359;28;Colmenar de Oreja;Colmenar de Oreja;Colmenar de Oreja
4360;28;Colmenar del Arroyo;Colmenar del Arroyo;Colmenar del Arroyo
4361;28;Colmenar Viejo;Colmenar Viejo;Colmenar Viejo
4362;28;Colmenarejo;Colmenarejo;Colmenarejo
4363;28;Corpa;Corpa;Corpa
4364;28;Coslada;Coslada;Coslada
4365;28;Cubas de la Sagra;Cubas de la Sagra;Cubas de la Sagra
4366;28;Daganzo de Arriba;Daganzo de Arriba;Daganzo de Arriba
4367;28;Escorial;Escorial;Escorial
4368;28;Estremera;Estremera;Estremera
4369;28;Fresnedillas de la Oliva;Fresnedillas de la Oliva;Fresnedillas de la Oliva
4370;28;Fresno de Torote;Fresno de Torote;Fresno de Torote
4371;28;Fuenlabrada;Fuenlabrada;Fuenlabrada
4372;28;Fuente el Saz de Jarama;Fuente el Saz de Jarama;Fuente el Saz de Jarama
4373;28;Fuentidueña de Tajo;Fuentidueña de Tajo;Fuentidueña de Tajo
4374;28;Galapagar;Galapagar;Galapagar
4375;28;Garganta de los Montes;Garganta de los Montes;Garganta de los Montes
4376;28;Gargantilla del Lozoya;Gargantilla del Lozoya;Gargantilla del Lozoya
4377;28;Gascones;Gascones;Gascones
4378;28;Getafe;Getafe;Getafe
4379;28;Grión;Grión;Grión
4380;28;Guadalix de la Sierra;Guadalix de la Sierra;Guadalix de la Sierra
4381;28;Guadarrama;Guadarrama;Guadarrama
4382;28;Hiruela;Hiruela;Hiruela
4383;28;Horcajo de la Sierra;Horcajo de la Sierra;Horcajo de la Sierra
4384;28;Horcajuelo de la Sierra;Horcajuelo de la Sierra;Horcajuelo de la Sierra
4385;28;Hoyo de Manzanares;Hoyo de Manzanares;Hoyo de Manzanares
4386;28;Humanes de Madrid;Humanes de Madrid;Humanes de Madrid
4387;28;Leganés;Leganés;Leganés
4388;28;Loeches;Loeches;Loeches
4389;28;Lozoya;Lozoya;Lozoya
4390;28;Lozoyuela;Lozoyuela;Lozoyuela
4391;28;Madarcos;Madarcos;Madarcos
4392;28;Madrid;Madrid;Madrid
4393;28;Majadahonda;Majadahonda;Majadahonda
4394;28;Manzanares el Real;Manzanares el Real;Manzanares el Real
4395;28;Meco;Meco;Meco
4396;28;Mejorada del Campo;Mejorada del Campo;Mejorada del Campo
4397;28;Miraflores de la Sierra;Miraflores de la Sierra;Miraflores de la Sierra
4398;28;Molar;Molar;Molar
4399;28;Molinos;Molinos;Molinos
4400;28;Montejo de la Sierra;Montejo de la Sierra;Montejo de la Sierra
4401;28;Moraleja de Enmedio;Moraleja de Enmedio;Moraleja de Enmedio
4402;28;Moralzarzal;Moralzarzal;Moralzarzal
4403;28;Morata de Tajuña;Morata de Tajuña;Morata de Tajuña
4404;28;Móstoles;Móstoles;Móstoles
4405;28;Navacerrada;Navacerrada;Navacerrada
4406;28;Navalafuente;Navalafuente;Navalafuente
4407;28;Navalagamella;Navalagamella;Navalagamella
4408;28;Navalcarnero;Navalcarnero;Navalcarnero
4409;28;Navarredonda y San Mamés;Navarredonda y San Mamés;Navarredonda y San Mamés
4410;28;Navas del Rey;Navas del Rey;Navas del Rey
4411;28;Nuevo Baztán;Nuevo Baztán;Nuevo Baztán
4412;28;Olmeda de las Fuentes;Olmeda de las Fuentes;Olmeda de las Fuentes
4413;28;Orusco de Tajuña;Orusco de Tajuña;Orusco de Tajuña
4414;28;Paracuellos de Jarama;Paracuellos de Jarama;Paracuellos de Jarama
4415;28;Parla;Parla;Parla
4416;28;Patones;Patones;Patones
4417;28;Pedrezuela;Pedrezuela;Pedrezuela
4418;28;Pelayos de la Presa;Pelayos de la Presa;Pelayos de la Presa
4419;28;Perales de Tajuña;Perales de Tajuña;Perales de Tajuña
4420;28;Pezuela de las Torres;Pezuela de las Torres;Pezuela de las Torres
4421;28;Pinilla del Valle;Pinilla del Valle;Pinilla del Valle
4422;28;Pinto;Pinto;Pinto
4423;28;Piñuécar-Gandullas;Piñuécar-Gandullas;Piñuécar-Gandullas
4424;28;Pozuelo de Alarcón;Pozuelo de Alarcón;Pozuelo de Alarcón
4425;28;Pozuelo del Rey;Pozuelo del Rey;Pozuelo del Rey
4426;28;Prádena del Rincón;Prádena del Rincón;Prádena del Rincón
4427;28;Puebla de la Sierra;Puebla de la Sierra;Puebla de la Sierra
4428;28;Puentes Viejas;Puentes Viejas;Puentes Viejas
4429;28;Quijorna;Quijorna;Quijorna
4430;28;Rascafría;Rascafría;Rascafría
4431;28;Redueña;Redueña;Redueña
4432;28;Ribatejada;Ribatejada;Ribatejada
4433;28;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid
4434;28;Robledillo de la Jara;Robledillo de la Jara;Robledillo de la Jara
4435;28;Robledo de Chavela;Robledo de Chavela;Robledo de Chavela
4436;28;Robregordo;Robregordo;Robregordo
4437;28;Rozas de Madrid;Rozas de Madrid;Rozas de Madrid
4438;28;Rozas de Puerto Real;Rozas de Puerto Real;Rozas de Puerto Real
4439;28;San Agustín del Guadalix;San Agustín del Guadalix;San Agustín del Guadalix
4440;28;San Fernando de Henares;San Fernando de Henares;San Fernando de Henares
4441;28;San Lorenzo de El Escorial;San Lorenzo de El Escorial;San Lorenzo de El Escorial
4442;28;San Martín de la Vega;San Martín de la Vega;San Martín de la Vega
4443;28;San Martín de Valdeiglesias;San Martín de Valdeiglesias;San Martín de Valdeiglesias
4444;28;San Sebastián de los Reyes;San Sebastián de los Reyes;San Sebastián de los Reyes
4445;28;Santa María de la Alameda;Santa María de la Alameda;Santa María de la Alameda
4446;28;Santorcaz;Santorcaz;Santorcaz
4447;28;Santos de la Humosa;Santos de la Humosa;Santos de la Humosa
4448;28;Serna del Monte;Serna del Monte;Serna del Monte
4449;28;Serranillos del Valle;Serranillos del Valle;Serranillos del Valle
4450;28;Sevilla la Nueva;Sevilla la Nueva;Sevilla la Nueva
4451;28;Somosierra;Somosierra;Somosierra
4452;28;Soto del Real;Soto del Real;Soto del Real
4453;28;Talamanca de Jarama;Talamanca de Jarama;Talamanca de Jarama
4454;28;Tielmes;Tielmes;Tielmes
4455;28;Titulcia;Titulcia;Titulcia
4456;28;Torrejón de Ardoz;Torrejón de Ardoz;Torrejón de Ardoz
4457;28;Torrejón de la Calzada;Torrejón de la Calzada;Torrejón de la Calzada
4458;28;Torrejón de Velasco;Torrejón de Velasco;Torrejón de Velasco
4459;28;Torrelaguna;Torrelaguna;Torrelaguna
4460;28;Torrelodones;Torrelodones;Torrelodones
4461;28;Torremocha de Jarama;Torremocha de Jarama;Torremocha de Jarama
4462;28;Torres de la Alameda;Torres de la Alameda;Torres de la Alameda
4463;28;Tres Cantos;Tres Cantos;Tres Cantos
4464;28;Valdaracete;Valdaracete;Valdaracete
4465;28;Valdeavero;Valdeavero;Valdeavero
4466;28;Valdelaguna;Valdelaguna;Valdelaguna
4467;28;Valdemanco;Valdemanco;Valdemanco
4468;28;Valdemaqueda;Valdemaqueda;Valdemaqueda
4469;28;Valdemorillo;Valdemorillo;Valdemorillo
4470;28;Valdemoro;Valdemoro;Valdemoro
4471;28;Valdeolmos;Valdeolmos;Valdeolmos
4472;28;Valdepiélagos;Valdepiélagos;Valdepiélagos
4473;28;Valdetorres de Jarama;Valdetorres de Jarama;Valdetorres de Jarama
4474;28;Valdilecha;Valdilecha;Valdilecha
4475;28;Valverde de Alcalá;Valverde de Alcalá;Valverde de Alcalá
4476;28;Velilla de San Antonio;Velilla de San Antonio;Velilla de San Antonio
4477;28;Vellón;Vellón;Vellón
4478;28;Venturada;Venturada;Venturada
4479;28;Villa del Prado;Villa del Prado;Villa del Prado
4480;28;Villaconejos;Villaconejos;Villaconejos
4481;28;Villalbilla;Villalbilla;Villalbilla
4482;28;Villamanrique de Tajo;Villamanrique de Tajo;Villamanrique de Tajo
4483;28;Villamanta;Villamanta;Villamanta
4484;28;Villamantilla;Villamantilla;Villamantilla
4485;28;Villanueva de la Cañada;Villanueva de la Cañada;Villanueva de la Cañada
4486;28;Villanueva de Perales;Villanueva de Perales;Villanueva de Perales
4487;28;Villanueva del Pardillo;Villanueva del Pardillo;Villanueva del Pardillo
4488;28;Villar del Olmo;Villar del Olmo;Villar del Olmo
4489;28;Villarejo de Salvanés;Villarejo de Salvanés;Villarejo de Salvanés
4490;28;Villaviciosa de Odón;Villaviciosa de Odón;Villaviciosa de Odón
4491;28;Villavieja del Lozoya;Villavieja del Lozoya;Villavieja del Lozoya
4492;28;Zarzalejo;Zarzalejo;Zarzalejo
4494;29;Alameda;Alameda;Alameda
4495;29;Alcaucín;Alcaucín;Alcaucín
4496;29;Alfarnate;Alfarnate;Alfarnate
4497;29;Alfarnatejo;Alfarnatejo;Alfarnatejo
4498;29;Algarrobo;Algarrobo;Algarrobo
4499;29;Algatocín;Algatocín;Algatocín
4500;29;Alhaurín de la Torre;Alhaurín de la Torre;Alhaurín de la Torre
4501;29;Alhaurín el Grande;Alhaurín el Grande;Alhaurín el Grande
4502;29;Almáchar;Almáchar;Almáchar
4503;29;Almargen;Almargen;Almargen
4504;29;Almogía;Almogía;Almogía
4505;29;Álora;Álora;Álora
4506;29;Alozaina;Alozaina;Alozaina
4507;29;Alpandeire;Alpandeire;Alpandeire
4508;29;Antequera;Antequera;Antequera
4509;29;Árchez;Árchez;Árchez
4510;29;Archidona;Archidona;Archidona
4511;29;Ardales;Ardales;Ardales
4512;29;Arenas;Arenas;Arenas
4513;29;Arriate;Arriate;Arriate
4514;29;Atajate;Atajate;Atajate
4515;29;Benadalid;Benadalid;Benadalid
4516;29;Benahavís;Benahavís;Benahavís
4517;29;Benalauría;Benalauría;Benalauría
4518;29;Benalmádena;Benalmádena;Benalmádena
4519;29;Benamargosa;Benamargosa;Benamargosa
4520;29;Benamocarra;Benamocarra;Benamocarra
4521;29;Benaoján;Benaoján;Benaoján
4522;29;Benarrabá;Benarrabá;Benarrabá
4523;29;Borge;Borge;Borge
4524;29;Burgo;Burgo;Burgo
4525;29;Campillos;Campillos;Campillos
4526;29;Canillas de Aceituno;Canillas de Aceituno;Canillas de Aceituno
4527;29;Canillas de Albaida;Canillas de Albaida;Canillas de Albaida
4528;29;Cañete la Real;Cañete la Real;Cañete la Real
4529;29;Carratraca;Carratraca;Carratraca
4530;29;Cartajima;Cartajima;Cartajima
4531;29;Cártama;Cártama;Cártama
4532;29;Casabermeja;Casabermeja;Casabermeja
4533;29;Casarabonela;Casarabonela;Casarabonela
4534;29;Casares;Casares;Casares
4535;29;Coín;Coín;Coín
4536;29;Colmenar;Colmenar;Colmenar
4537;29;Comares;Comares;Comares
4538;29;Cómpeta;Cómpeta;Cómpeta
4539;29;Cortes de la Frontera;Cortes de la Frontera;Cortes de la Frontera
4540;29;Cuevas Bajas;Cuevas Bajas;Cuevas Bajas
4541;29;Cuevas de San Marcos;Cuevas de San Marcos;Cuevas de San Marcos
4542;29;Cuevas del Becerro;Cuevas del Becerro;Cuevas del Becerro
4543;29;Cútar;Cútar;Cútar
4544;29;Estepona;Estepona;Estepona
4545;29;Faraján;Faraján;Faraján
4546;29;Frigiliana;Frigiliana;Frigiliana
4547;29;Fuengirola;Fuengirola;Fuengirola
4548;29;Fuente de Piedra;Fuente de Piedra;Fuente de Piedra
4549;29;Gaucín;Gaucín;Gaucín
4550;29;Genalguacil;Genalguacil;Genalguacil
4551;29;Guaro;Guaro;Guaro
4552;29;Humilladero;Humilladero;Humilladero
4553;29;Igualeja;Igualeja;Igualeja
4554;29;Istán;Istán;Istán
4555;29;Iznate;Iznate;Iznate
4556;29;Jimera de Líbar;Jimera de Líbar;Jimera de Líbar
4557;29;Jubrique;Jubrique;Jubrique
4558;29;Júzcar;Júzcar;Júzcar
4559;29;Macharaviaya;Macharaviaya;Macharaviaya
4560;29;Málaga;Málaga;Málaga
4561;29;Manilva;Manilva;Manilva
4562;29;Marbella;Marbella;Marbella
4563;29;Mijas;Mijas;Mijas
4564;29;Moclinejo;Moclinejo;Moclinejo
4565;29;Mollina;Mollina;Mollina
4566;29;Monda;Monda;Monda
4567;29;Montejaque;Montejaque;Montejaque
4568;29;Nerja;Nerja;Nerja
4569;29;Ojén;Ojén;Ojén
4570;29;Parauta;Parauta;Parauta
4571;29;Periana;Periana;Periana
4572;29;Pizarra;Pizarra;Pizarra
4573;29;Pujerra;Pujerra;Pujerra
4574;29;Rincón de la Victoria;Rincón de la Victoria;Rincón de la Victoria
4575;29;Riogordo;Riogordo;Riogordo
4576;29;Ronda;Ronda;Ronda
4577;29;Salares;Salares;Salares
4578;29;Sayalonga;Sayalonga;Sayalonga
4579;29;Sedella;Sedella;Sedella
4580;29;Sierra de Yeguas;Sierra de Yeguas;Sierra de Yeguas
4581;29;Teba;Teba;Teba
4582;29;Tolox;Tolox;Tolox
4583;29;Torremolinos;Torremolinos;Torremolinos
4584;29;Torrox;Torrox;Torrox
4585;29;Totalán;Totalán;Totalán
4671;31;Areso;Areso;Areso
4586;29;Valle de Abdalajís;Valle de Abdalajís;Valle de Abdalajís
4587;29;Vélez-Málaga;Vélez-Málaga;Vélez-Málaga
4588;29;Villanueva de Algaidas;Villanueva de Algaidas;Villanueva de Algaidas
4589;29;Villanueva de Tapia;Villanueva de Tapia;Villanueva de Tapia
4590;29;Villanueva del Rosario;Villanueva del Rosario;Villanueva del Rosario
4591;29;Villanueva del Trabuco;Villanueva del Trabuco;Villanueva del Trabuco
4592;29;Viñuela;Viñuela;Viñuela
4593;29;Yunquera;Yunquera;Yunquera
4595;30;Abanilla;Abanilla;Abanilla
4596;30;Abarán;Abarán;Abarán
4597;30;Águilas;Águilas;Águilas
4598;30;Albudeite;Albudeite;Albudeite
4599;30;Alcantarilla;Alcantarilla;Alcantarilla
4600;30;Alcázares;Alcázares;Alcázares
4601;30;Aledo;Aledo;Aledo
4602;30;Alguazas;Alguazas;Alguazas
4603;30;Alhama de Murcia;Alhama de Murcia;Alhama de Murcia
4604;30;Archena;Archena;Archena
4605;30;Beniel;Beniel;Beniel
4606;30;Blanca;Blanca;Blanca
4607;30;Bullas;Bullas;Bullas
4608;30;Calasparra;Calasparra;Calasparra
4609;30;Campos del Río;Campos del Río;Campos del Río
4610;30;Caravaca de la Cruz;Caravaca de la Cruz;Caravaca de la Cruz
4611;30;Cartagena;Cartagena;Cartagena
4612;30;Cehegín;Cehegín;Cehegín
4613;30;Ceutí;Ceutí;Ceutí
4614;30;Cieza;Cieza;Cieza
4615;30;Fortuna;Fortuna;Fortuna
4616;30;Fuente Álamo de Murcia;Fuente Álamo de Murcia;Fuente Álamo de Murcia
4617;30;Jumilla;Jumilla;Jumilla
4618;30;Librilla;Librilla;Librilla
4619;30;Lorca;Lorca;Lorca
4620;30;Lorquí;Lorquí;Lorquí
4621;30;Mazarrón;Mazarrón;Mazarrón
4622;30;Molina de Segura;Molina de Segura;Molina de Segura
4623;30;Moratalla;Moratalla;Moratalla
4624;30;Mula;Mula;Mula
4625;30;Murcia;Murcia;Murcia
4626;30;Ojós;Ojós;Ojós
4627;30;Pliego;Pliego;Pliego
4628;30;Puerto Lumbreras;Puerto Lumbreras;Puerto Lumbreras
4629;30;Ricote;Ricote;Ricote
4630;30;San Javier;San Javier;San Javier
4631;30;San Pedro del Pinatar;San Pedro del Pinatar;San Pedro del Pinatar
4632;30;Santomera;Santomera;Santomera
4633;30;Torre-Pacheco;Torre-Pacheco;Torre-Pacheco
4634;30;Torres de Cotillas;Torres de Cotillas;Torres de Cotillas
4635;30;Totana;Totana;Totana
4636;30;Ulea;Ulea;Ulea
4637;30;Unión;Unión;Unión
4638;30;Villanueva del Río Segura;Villanueva del Río Segura;Villanueva del Río Segura
4639;30;Yecla;Yecla;Yecla
4641;31;Abáigar;Abáigar;Abáigar
4642;31;Abárzuza;Abárzuza;Abárzuza
4643;31;Abaurrea Alta;Abaurrea Alta;Abaurrea Alta
4645;31;Aberin;Aberin;Aberin
4646;31;Ablitas;Ablitas;Ablitas
4647;31;Adiós;Adiós;Adiós
4648;31;Aguilar de Codés;Aguilar de Codés;Aguilar de Codés
4649;31;Aibar;Aibar;Aibar
4650;31;Allín;Allín;Allín
4651;31;Allo;Allo;Allo
4652;31;Alsasua;Alsasua;Alsasua
4653;31;Améscoa Baja;Améscoa Baja;Améscoa Baja
4654;31;Ancín;Ancín;Ancín
4655;31;Andosilla;Andosilla;Andosilla
4656;31;Ansoáin;Ansoáin;Ansoáin
4657;31;Anué;Anué;Anué
4658;31;Añorbe;Añorbe;Añorbe
4659;31;Aoiz;Aoiz;Aoiz
4660;31;Araitz;Araitz;Araitz
4661;31;Arakil;Arakil;Arakil
4662;31;Aranarache;Aranarache;Aranarache
4663;31;Aranguren;Aranguren;Aranguren
4664;31;Arano;Arano;Arano
4665;31;Arantza;Arantza;Arantza
4666;31;Aras;Aras;Aras
4667;31;Arbizu;Arbizu;Arbizu
4668;31;Arce;Arce;Arce
4669;31;Arcos;Arcos;Arcos
4670;31;Arellano;Arellano;Arellano
4672;31;Arguedas;Arguedas;Arguedas
4673;31;Aria;Aria;Aria
4674;31;Aribe;Aribe;Aribe
4675;31;Armañanzas;Armañanzas;Armañanzas
4676;31;Arróniz;Arróniz;Arróniz
4677;31;Arruazu;Arruazu;Arruazu
4678;31;Artajona;Artajona;Artajona
4679;31;Artazu;Artazu;Artazu
4680;31;Atez;Atez;Atez
4681;31;Burguete;Burguete;Burguete
4682;31;Ayegui;Ayegui;Ayegui
4683;31;Azagra;Azagra;Azagra
4684;31;Azuelo;Azuelo;Azuelo
4685;31;Bakaiku;Bakaiku;Bakaiku
4686;31;Barañain;Barañain;Barañain
4687;31;Barásoain;Barásoain;Barásoain
4688;31;Barbarin;Barbarin;Barbarin
4689;31;Bargota;Bargota;Bargota
4690;31;Barillas;Barillas;Barillas
4691;31;Basaburua;Basaburua;Basaburua
4692;31;Baztan;Baztan;Baztan
4693;31;Beintza-Labaien;Beintza-Labaien;Beintza-Labaien
4694;31;Beire;Beire;Beire
4695;31;Belascoáin;Belascoáin;Belascoáin
4696;31;Vera de Bidasoa;Vera de Bidasoa;Vera de Bidasoa
4697;31;Berbinzana;Berbinzana;Berbinzana
4698;31;Beriáin;Beriáin;Beriáin
4699;31;Berrioplano;Berrioplano;Berrioplano
4700;31;Berriozar;Berriozar;Berriozar
4701;31;Bertizarana;Bertizarana;Bertizarana
4702;31;Betelu;Betelu;Betelu
4703;31;Bidaurreta;Bidaurreta;Bidaurreta
4704;31;Biurrun-Olcoz;Biurrun-Olcoz;Biurrun-Olcoz
4705;31;Buñuel;Buñuel;Buñuel
4706;31;Burgui/Burgi;Burgui/Burgi;Burgui/Burgi
4707;31;Burlada/Burlata;Burlada/Burlata;Burlada/Burlata
4708;31;Busto;Busto;Busto
4709;31;Cabanillas;Cabanillas;Cabanillas
4710;31;Cabredo;Cabredo;Cabredo
4711;31;Cadreita;Cadreita;Cadreita
4712;31;Caparroso;Caparroso;Caparroso
4713;31;Cárcar;Cárcar;Cárcar
4714;31;Carcastillo;Carcastillo;Carcastillo
4715;31;Cascante;Cascante;Cascante
4716;31;Cáseda;Cáseda;Cáseda
4717;31;Castejon;Castejon;Castejon
4718;31;Castillonuevo;Castillonuevo;Castillonuevo
4719;31;Cendea de Olza/Oltza Zendea;Cendea de Olza/Oltza Zendea;Cendea de Olza/Oltza Zendea
4720;31;Cintruénigo;Cintruénigo;Cintruénigo
4721;31;Cirauqui;Cirauqui;Cirauqui
4722;31;Ciriza;Ciriza;Ciriza
4723;31;Cizur;Cizur;Cizur
4724;31;Corella;Corella;Corella
4725;31;Cortes;Cortes;Cortes
4726;31;Desojo;Desojo;Desojo
4727;31;Dicastillo;Dicastillo;Dicastillo
4728;31;Donamaria;Donamaria;Donamaria
4729;31;Doneztebe/Santesteban;Doneztebe/Santesteban;Doneztebe/Santesteban
4730;31;Echarri;Echarri;Echarri
4732;31;Elgorriaga;Elgorriaga;Elgorriaga
4733;31;Enériz;Enériz;Enériz
4734;31;Eratsun;Eratsun;Eratsun
4735;31;Ergoiena;Ergoiena;Ergoiena
4736;31;Erro;Erro;Erro
4737;31;Eslava;Eslava;Eslava
4738;31;Esparza de Salazar/Espartza Zaraitzu;Esparza de Salazar/Espartza Zaraitzu;Esparza de Salazar/Espartza Zaraitzu
4739;31;Espronceda;Espronceda;Espronceda
4740;31;Estella/Lizarra;Estella/Lizarra;Estella/Lizarra
4741;31;Esteribar;Esteribar;Esteribar
4742;31;Etayo;Etayo;Etayo
4743;31;Etxalar;Etxalar;Etxalar
4744;31;Etxarri-Aranatz;Etxarri-Aranatz;Etxarri-Aranatz
4745;31;Etxauri;Etxauri;Etxauri
4746;31;Eulate;Eulate;Eulate
4747;31;Ezcabarte;Ezcabarte;Ezcabarte
4748;31;Ezcároz/Ezkaroze;Ezcároz/Ezkaroze;Ezcároz/Ezkaroze
4749;31;Ezkurra;Ezkurra;Ezkurra
4750;31;Ezprogui;Ezprogui;Ezprogui
4751;31;Falces;Falces;Falces
4752;31;Fitero;Fitero;Fitero
4753;31;Fontellas;Fontellas;Fontellas
4754;31;Funes;Funes;Funes
4755;31;Fustiñana;Fustiñana;Fustiñana
4756;31;Galar;Galar;Galar
4757;31;Gallipienzo;Gallipienzo;Gallipienzo
4758;31;Gallués/Galoze;Gallués/Galoze;Gallués/Galoze
4759;31;Garaioa;Garaioa;Garaioa
4760;31;Garde;Garde;Garde
4761;31;Garínoain;Garínoain;Garínoain
4762;31;Garralda;Garralda;Garralda
4763;31;Genevilla;Genevilla;Genevilla
4764;31;Goizueta;Goizueta;Goizueta
4765;31;Goñi;Goñi;Goñi
4767;31;Guesálaz;Guesálaz;Guesálaz
4768;31;Guirguillano;Guirguillano;Guirguillano
4769;31;Hiriberri/Villanueva de Aezkoa;Hiriberri/Villanueva de Aezkoa;Hiriberri/Villanueva de Aezkoa
4770;31;Huarte/Uharte;Huarte/Uharte;Huarte/Uharte
4771;31;Ibargoiti;Ibargoiti;Ibargoiti
4772;31;Igantzi;Igantzi;Igantzi
4773;31;Igúzquiza;Igúzquiza;Igúzquiza
4774;31;Imotz;Imotz;Imotz
4775;31;Irañeta;Irañeta;Irañeta
4776;31;Irurtzun;Irurtzun;Irurtzun
4777;31;Isaba/Izaba;Isaba/Izaba;Isaba/Izaba
4778;31;Ituren;Ituren;Ituren
4779;31;Iturmendi;Iturmendi;Iturmendi
4780;31;Iza;Iza;Iza
4781;31;Izagaondoa;Izagaondoa;Izagaondoa
4782;31;Izalzu/Itzaltzu;Izalzu/Itzaltzu;Izalzu/Itzaltzu
4783;31;Jaurrieta;Jaurrieta;Jaurrieta
4784;31;Javier;Javier;Javier
4785;31;Juslapeña;Juslapeña;Juslapeña
4786;31;Lakuntza;Lakuntza;Lakuntza
4787;31;Lana;Lana;Lana
4788;31;Lantz;Lantz;Lantz
4789;31;Lapoblación;Lapoblación;Lapoblación
4790;31;Larraga;Larraga;Larraga
4791;31;Larraona;Larraona;Larraona
4792;31;Larraun;Larraun;Larraun
4793;31;Lazagurría;Lazagurría;Lazagurría
4794;31;Leache;Leache;Leache
4795;31;Legarda;Legarda;Legarda
4796;31;Legaria;Legaria;Legaria
4797;31;Leitza;Leitza;Leitza
4798;31;Lekunberri;Lekunberri;Lekunberri
4799;31;Leoz;Leoz;Leoz
4800;31;Lerga;Lerga;Lerga
4801;31;Lerín;Lerín;Lerín
